CODE INSEE;NOM DE LA COMMUNE;CODE POSTAL;LIBELLE D'ACHEMINEMENT;Y Centroid;Nom Region;Nom Dept;statut;Code Region;Code Commune;Z Moyen;code;X Centroid;geom_x_y;geom;Id Geofla;X Chef Lieu;Code Canton;Superficie;Population;Nom Commune;Code Arrondissement;Y Chef Lieu;Code commune complet
11069;CARCASSONNE;11000;CARCASSONNE;62346;LANGUEDOC-ROUSSILLON;AUDE;Préfecture;91;69;129;11;6466;43.2093798444,2.34398855385;"{""type"": ""Polygon"", ""coordinates"": [[[2.3450082658, 43.1710610164], [2.335711799, 43.1822390532], [2.3273912117, 43.1853178224], [2.3098157286, 43.1819865641], [2.3073579713, 43.1757821554], [2.2963657399, 43.178166699], [2.2857806496, 43.182342871], [2.2895321499, 43.1881425623], [2.2880021605, 43.1975775075], [2.2680395571, 43.204955082], [2.2668188599, 43.208122169], [2.2640102089, 43.2181509594], [2.2757594491, 43.2237896226], [2.276553125, 43.2272042428], [2.2626435205, 43.2356019725], [2.2637695678, 43.2389560222], [2.2713020118, 43.2397447482], [2.2759359414, 43.244048839], [2.307102991, 43.2288258889], [2.3117933952, 43.2285410416], [2.3177956585, 43.2338325082], [2.3401007803, 43.2306067936], [2.3695674166, 43.2404799854], [2.3932646535, 43.2417221571], [2.405530948, 43.237067735], [2.4102482922, 43.2317503007], [2.4057607635, 43.223108103], [2.3916208287, 43.2108946414], [2.4045405891, 43.2078363238], [2.4135569643, 43.2088032005], [2.4145762277, 43.19923781], [2.4365441506, 43.195864606], [2.4361788403, 43.1955028921], [2.4273822501, 43.1936215679], [2.4190396712, 43.1857692158], [2.4206326413, 43.1727889372], [2.4111270935, 43.1721258108], [2.3886559774, 43.1900809315], [2.3696195387, 43.1906370517], [2.3522537101, 43.1868911679], [2.3450082658, 43.1710610164]]]}";2253;6472;98;6513;47.9;CARCASSONNE;1;62353;11069
16015;ANGOULEME;16000;ANGOULEME;65093;POITOU-CHARENTES;CHARENTE;Préfecture;54;15;61;16;4776;45.6472585146,0.14514490683;"{""type"": ""Polygon"", ""coordinates"": [[[0.1455847959, 45.620157129], [0.1265805704, 45.6350005495], [0.1118970785, 45.6436624431], [0.1108796182, 45.6503584141], [0.1060853625, 45.6506407209], [0.0998735768, 45.665961539], [0.1039390788, 45.6715268044], [0.1121893895, 45.6690895429], [0.1322089112, 45.6602481222], [0.1451916975, 45.6641554023], [0.1592248988, 45.6629065234], [0.1708203726, 45.6593059737], [0.1758519716, 45.6641989323], [0.189930901, 45.6521617904], [0.1810316392, 45.6495514387], [0.1752617073, 45.6369901871], [0.1862228287, 45.6305790313], [0.1853041235, 45.6276816927], [0.1580604425, 45.6292764226], [0.1455847959, 45.620157129]]]}";4327;4788;98;2169;42.2;ANGOULEME;1;65095;16015
70550;VESOUL;70000;VESOUL;67304;FRANCHE-COMTE;HAUTE-SAONE;Préfecture;43;550;234;70;9368;47.6320408648,6.1548458149;"{""type"": ""Polygon"", ""coordinates"": [[[6.1507798908, 47.6131879356], [6.1462749457, 47.6145075605], [6.1472719649, 47.6176335623], [6.1335675147, 47.6295146788], [6.1305104895, 47.6362356455], [6.1471805452, 47.6465792482], [6.1649403839, 47.651810479], [6.1739625859, 47.6383145547], [6.1692304574, 47.6169943669], [6.1674108961, 47.6148457261], [6.1507798908, 47.6131879356]]]}";18882;9369;96;908;15.9;VESOUL;2;67293;70550
3190;MOULINS;3000;MOULINS;66069;AUVERGNE;ALLIER;Préfecture;83;190;213;03;7250;46.5624641056,3.32662040221;"{""type"": ""Polygon"", ""coordinates"": [[[3.3464365575, 46.5370422065], [3.3336174112, 46.5382779013], [3.3278265563, 46.5430850384], [3.3271394347, 46.5525327249], [3.3146047611, 46.5540085823], [3.3039683279, 46.5753148637], [3.3088176408, 46.5807855918], [3.3208731963, 46.5767094518], [3.3329660298, 46.5811591429], [3.3433284067, 46.5697649159], [3.3374167746, 46.5533763251], [3.3464365575, 46.5370422065]]]}";24148;7254;99;870;19.8;MOULINS;2;66072;3190
42218;ST ETIENNE;42100;ST ETIENNE;64817;RHONE-ALPES;LOIRE;Préfecture;82;218;633;42;8108;45.4301235512,4.37913997076;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[4.4649089926, 45.3724243556], [4.4626261598, 45.3745345823], [4.4486612046, 45.3844065286], [4.4465256925, 45.3946829867], [4.4356503894, 45.4061794408], [4.425985524, 45.4067080876], [4.4064940882, 45.3968406618], [4.3976061444, 45.3997437005], [4.3936418803, 45.3976496532], [4.3820891868, 45.4029260954], [4.3720331281, 45.417648233], [4.358841374, 45.4204746481], [4.3625075786, 45.4265721857], [4.3661842771, 45.4325434081], [4.3554057694, 45.4505599669], [4.3585598461, 45.4529173927], [4.3603883456, 45.4586140129], [4.3699667395, 45.464054148], [4.3821700222, 45.467398815], [4.3879031445, 45.4755595564], [4.412254243, 45.4731753548], [4.4124844797, 45.4661207016], [4.4231207295, 45.458637338], [4.4218829576, 45.4457743515], [4.426177926, 45.4441257487], [4.4592443748, 45.4404852276], [4.4704692054, 45.4469671518], [4.4605727841, 45.4394322301], [4.4609562753, 45.436013911], [4.4699870061, 45.4238997198], [4.4806347687, 45.417437295], [4.4760288961, 45.3937488936], [4.4832427339, 45.3891235662], [4.4889205868, 45.3839778175], [4.4760940169, 45.3798246167], [4.4717609736, 45.3812415407], [4.4649089926, 45.3724243556]]], [[[4.3002617573, 45.4135054036], [4.2771360665, 45.4176257062], [4.2633534462, 45.416034758], [4.2514077243, 45.4215991737], [4.2471712941, 45.4299946605], [4.245242377, 45.4363831305], [4.2566092488, 45.4423892467], [4.2490618094, 45.4532263948], [4.2573386225, 45.4610590008], [4.2549206142, 45.4639228867], [4.2819731705, 45.4660306178], [4.2950563165, 45.4634127799], [4.2976851291, 45.4537731812], [4.3023018191, 45.4531162911], [4.3093951439, 45.4343015796], [4.3046026024, 45.4148598733], [4.3002617573, 45.4135054036]]]]}";8455;8086;99;7999;172.0;SAINT-ETIENNE;3;64825;42218
72181;LE MANS;72100;LE MANS;67690;PAYS DE LA LOIRE;SARTHE;Préfecture;52;181;65;72;4911;47.9885256718,0.200030493539;"{""type"": ""Polygon"", ""coordinates"": [[[0.2169210291, 47.9279597527], [0.2094778968, 47.932420765], [0.205619954, 47.9420635482], [0.1917793886, 47.9508466571], [0.1782893425, 47.9544676896], [0.172666087, 47.9671557749], [0.1505573439, 47.9805797573], [0.1525634953, 47.9836810831], [0.1667804486, 47.9937319137], [0.162321622, 48.0073478916], [0.1453457139, 48.0153296945], [0.140223022, 48.0147550253], [0.1371522996, 48.020911741], [0.1402343688, 48.0304508124], [0.1483310931, 48.0266851899], [0.1730100917, 48.0258219502], [0.1735832366, 48.0324361708], [0.1824288597, 48.0352416338], [0.1934253178, 48.0218083524], [0.2011035815, 48.0187495908], [0.2181353061, 48.0243762042], [0.2178921885, 48.0210837892], [0.2269805501, 48.0233603866], [0.2391931515, 48.0179927637], [0.2439708666, 48.0187711175], [0.2516785722, 48.0148183768], [0.2364059517, 47.9973338529], [0.2431701019, 47.9882628664], [0.2439331413, 47.9849400232], [0.2523669644, 47.9813734799], [0.2368976076, 47.9688724967], [0.2426139623, 47.9633787518], [0.2277380983, 47.9565902856], [0.2334633422, 47.9444965516], [0.2197682177, 47.941381685], [0.2170975943, 47.9353210879], [0.2211079089, 47.9296257829], [0.2169210291, 47.9279597527]]]}";5969;4909;99;5260;142.3;LE MANS;3;67707;72181
18033;BOURGES;18000;BOURGES;66640;CENTRE;CHER;Préfecture;24;33;145;18;6547;47.0749572013,2.40417137557;"{""type"": ""Polygon"", ""coordinates"": [[[2.4494084735, 47.0260588375], [2.4473260252, 47.0326934918], [2.4326636996, 47.0357466166], [2.4082587115, 47.047967983], [2.4033220997, 47.0488879585], [2.3896344721, 47.0385254142], [2.38606613, 47.0593046311], [2.3837512988, 47.0624165177], [2.3787925976, 47.0616696874], [2.3756357425, 47.0589336178], [2.3602106441, 47.0331350941], [2.3566320446, 47.0306482281], [2.3482021132, 47.0341123619], [2.3398167039, 47.0306163493], [2.328688702, 47.0508102912], [2.3284618343, 47.0542213225], [2.3415750762, 47.0591947219], [2.3436563637, 47.0657251092], [2.3339953838, 47.0733948403], [2.3240124534, 47.0739311139], [2.3363638005, 47.0844107075], [2.3288870255, 47.088887278], [2.3526296908, 47.0854933201], [2.3861107839, 47.0924375132], [2.3923485505, 47.1016088798], [2.3862795384, 47.1251024983], [2.403683227, 47.1294610575], [2.4273441471, 47.1238095103], [2.4475750506, 47.1254654436], [2.4539592042, 47.1215973541], [2.4349003883, 47.1101707085], [2.4420424809, 47.0903170674], [2.4450897719, 47.0875496998], [2.4601528064, 47.0866216492], [2.4692900859, 47.0890588423], [2.4719496446, 47.0651580921], [2.461058498, 47.0579861078], [2.4521287957, 47.049931042], [2.4625022385, 47.0347278841], [2.450388276, 47.0294038143], [2.4494084735, 47.0260588375]]]}";7630;6541;98;6853;66.8;BOURGES;1;66649;18033
28085;CHARTRES;28000;CHARTRES;68173;CENTRE;EURE-ET-LOIR;Préfecture;24;85;146;28;5895;48.4471464884,1.50570610616;"{""type"": ""Polygon"", ""coordinates"": [[[1.5156966074, 48.4271016362], [1.4909526177, 48.4319003503], [1.480593741, 48.4328928953], [1.4780443811, 48.4359465493], [1.4691274297, 48.4435701394], [1.4778296287, 48.4470923138], [1.4735121222, 48.4532454417], [1.4602637866, 48.4575912803], [1.465612514, 48.4671353085], [1.492327981, 48.4631316361], [1.5009028904, 48.4546922927], [1.529785701, 48.4623237581], [1.541494085, 48.4577263794], [1.5498578609, 48.437016934], [1.5407973755, 48.4346023911], [1.5267605352, 48.437542211], [1.5156966074, 48.4271016362]]]}";30209;5882;99;1690;39.1;CHARTRES;1;68173;28085
60057;BEAUVAIS;60000;BEAUVAIS;69267;PICARDIE;OISE;Préfecture;22;57;91;60;6336;49.4365523321,2.08616123661;"{""type"": ""Polygon"", ""coordinates"": [[[2.1259632938, 49.4195271557], [2.116536573, 49.4076024638], [2.0966488268, 49.4034465683], [2.0771429917, 49.4081354159], [2.0722785569, 49.4066959453], [2.0640447353, 49.4110371131], [2.0627463279, 49.4172833258], [2.0567462164, 49.4214075334], [2.0550577192, 49.4278213489], [2.0397209938, 49.4358714262], [2.0368523137, 49.4418620649], [2.0408368955, 49.4469992275], [2.0382247671, 49.4525154689], [2.0560496801, 49.4571589399], [2.0600974401, 49.4627812254], [2.0650912002, 49.4619300154], [2.0767359302, 49.4685179129], [2.0855866721, 49.4842425551], [2.0929209583, 49.4751476824], [2.0967941953, 49.4525169804], [2.1131274166, 49.4439997494], [2.1270135527, 49.4486128714], [2.1415807129, 49.4447800547], [2.1316438333, 49.4381026399], [2.1259632938, 49.4195271557]]]}";28861;6337;99;3309;54.5;BEAUVAIS;1;69264;60057
49007;ANGERS;49100;ANGERS;67145;PAYS DE LA LOIRE;MAINE-ET-LOIRE;Préfecture;52;7;32;49;4322;47.476837416,-0.556125995444;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5521358991, 47.4410914706], [-0.5653372943, 47.4392818272], [-0.5891699303, 47.4510472406], [-0.5904310348, 47.4575684083], [-0.5951959728, 47.4584845759], [-0.6135575853, 47.4549330279], [-0.6157215889, 47.4613989266], [-0.6091731826, 47.4661618833], [-0.6076904687, 47.4757055863], [-0.609639788, 47.4888373757], [-0.5961990521, 47.4834953221], [-0.5818222596, 47.4847766084], [-0.5743533631, 47.5017123111], [-0.5675705172, 47.5070744786], [-0.5693773755, 47.5140204707], [-0.5610479039, 47.5179608053], [-0.5409472226, 47.5183212806], [-0.5309094248, 47.5260416302], [-0.5267967769, 47.5239946787], [-0.5237764326, 47.5138952171], [-0.5317863529, 47.5012630689], [-0.5300031938, 47.4980192582], [-0.5085483841, 47.4893778656], [-0.519395231, 47.4673438413], [-0.5148815445, 47.4579019073], [-0.5165487991, 47.4549680994], [-0.5094419928, 47.447685787], [-0.5231170916, 47.4504081728], [-0.5330581488, 47.4432314133], [-0.5521358991, 47.4410914706]]]}";7094;4322;98;4433;147.3;ANGERS;1;67140;49007
62041;ARRAS;62000;ARRAS;70213;NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;Préfecture;31;41;75;62;6832;50.2898964997,2.76587316711;"{""type"": ""Polygon"", ""coordinates"": [[[2.8008039111, 50.2770566507], [2.7929447841, 50.269932422], [2.784265853, 50.2716325029], [2.7810163824, 50.2779299353], [2.7761880868, 50.2766552437], [2.7688810354, 50.2813197199], [2.7588001554, 50.2796393216], [2.7500108785, 50.283249238], [2.7400994031, 50.2813701236], [2.7404017991, 50.2907086552], [2.7259497724, 50.2937750113], [2.7294343415, 50.3105007718], [2.7388159593, 50.3101259492], [2.751841315, 50.3014616658], [2.7631604342, 50.2970485152], [2.7709383256, 50.3004481375], [2.7793858865, 50.2983984739], [2.7928906788, 50.2899999509], [2.8075787472, 50.2898352051], [2.8084421645, 50.2838836638], [2.8008039111, 50.2770566507]]]}";5066;6843;96;1193;42.0;ARRAS;1;70212;62041
68066;COLMAR;68000;COLMAR;67878;ALSACE;HAUT-RHIN;Préfecture;42;66;187;68;10261;48.1099405789,7.38468690323;"{""type"": ""Polygon"", ""coordinates"": [[[7.3527732675, 48.0430633], [7.3508476327, 48.052985211], [7.3230000385, 48.0601130084], [7.3249558283, 48.0631503736], [7.3161126419, 48.0706036777], [7.3227006782, 48.0786531039], [7.324115108, 48.0882171017], [7.3293347404, 48.1141692739], [7.3318065829, 48.1210086124], [7.3487091925, 48.1260454761], [7.3485832174, 48.1248425129], [7.3504570112, 48.1181765028], [7.3553297327, 48.1170411703], [7.3701542469, 48.1151673502], [7.3792366577, 48.1179032389], [7.3888715721, 48.1259801966], [7.3918399091, 48.1360985203], [7.3856114744, 48.140376951], [7.3908674086, 48.1537085197], [7.4000593653, 48.1554025401], [7.4019417953, 48.158432456], [7.3860390239, 48.164810887], [7.39002519, 48.1737016091], [7.3931225108, 48.17627185], [7.4075680738, 48.1754805286], [7.427357221, 48.1723780715], [7.4289250135, 48.179177514], [7.4383747627, 48.1814628741], [7.4429882644, 48.1799193061], [7.4541896344, 48.160805017], [7.4638351543, 48.1584213977], [7.4670238401, 48.1427808551], [7.4564290526, 48.1335654544], [7.4340675706, 48.1409611073], [7.4264523463, 48.1325233107], [7.4127804492, 48.1300259563], [7.3979606519, 48.1064538638], [7.3956758404, 48.0924165899], [7.3858512998, 48.080372737], [7.3880699501, 48.0698354542], [7.3999113735, 48.0582986876], [7.4007497256, 48.051733067], [7.388227344, 48.0454863128], [7.3732592974, 48.0424566726], [7.3527732675, 48.0430633]]]}";9365;10241;98;6645;67.2;COLMAR;2;67845;68066
92050;NANTERRE;92000;NANTERRE;68665;ILE-DE-FRANCE;HAUTS-DE-SEINE;Préfecture;11;50;43;92;6418;48.8960701282,2.20671346353;"{""type"": ""Polygon"", ""coordinates"": [[[2.2077596181, 48.8742283607], [2.1693487285, 48.8958131326], [2.1742756752, 48.8990668315], [2.2005910093, 48.9086793299], [2.220399434, 48.920617921], [2.2291034833, 48.9060333533], [2.2316248961, 48.9006536027], [2.2337852356, 48.8956761653], [2.2236115321, 48.8827680955], [2.2077596181, 48.8742283607]]]}";28131;6416;97;1223;90.0;NANTERRE;2;68659;92050
83137;TOULON;83200;TOULON;62307;PROVENCE-ALPES-COTE D'AZUR;VAR;Préfecture;93;137;126;83;9387;43.1361589728,5.93239634249;"{""type"": ""Polygon"", ""coordinates"": [[[5.9790603256, 43.1065401221], [5.9262671741, 43.1036940125], [5.9310430258, 43.1147967651], [5.9210069352, 43.1218737298], [5.9119518811, 43.1199317121], [5.9054072586, 43.1148791385], [5.88733733, 43.116147965], [5.8816079755, 43.132826077], [5.8845562342, 43.1394525669], [5.8821961462, 43.1603970558], [5.893524454, 43.1641709501], [5.9022259607, 43.1714347468], [5.9231937591, 43.1631816335], [5.93713549, 43.1653229994], [5.9547213567, 43.1600719968], [5.956337042, 43.1568053626], [5.9767783194, 43.1483579939], [5.9855702268, 43.1231823036], [5.9790603256, 43.1065401221]]]}";1882;9386;99;4419;165.5;TOULON;2;62294;83137
91228;EVRY;91000;EVRY;68367;ILE-DE-FRANCE;ESSONNE;Préfecture;11;228;71;91;6587;48.6294831659,2.44008244492;"{""type"": ""Polygon"", ""coordinates"": [[[2.4369813174, 48.6111736371], [2.4319289375, 48.6117343384], [2.424983413, 48.6203814791], [2.4248225115, 48.6300865719], [2.4133292476, 48.6360752943], [2.4220371692, 48.6439166415], [2.4263710639, 48.6423274597], [2.437760993, 48.648471422], [2.4522505016, 48.6376188657], [2.4703427226, 48.6254942374], [2.4369813174, 48.6111736371]]]}";17600;6579;97;855;52.4;EVRY;2;68361;91228
2408;LAON;2000;LAON;69411;PICARDIE;AISNE;Préfecture;22;408;79;02;7449;49.5679724897,3.62089561902;"{""type"": ""Polygon"", ""coordinates"": [[[3.6360339239, 49.5303950194], [3.6010221497, 49.5308251772], [3.5958641377, 49.5396941343], [3.5834906157, 49.5446073719], [3.5793773088, 49.5570832549], [3.5709176164, 49.5591274544], [3.5619349141, 49.5664668178], [3.5564164798, 49.5698084181], [3.5628857017, 49.5712704277], [3.5717472384, 49.5790476131], [3.6015318594, 49.5838105453], [3.5951826798, 49.603666524], [3.5990396565, 49.6059571262], [3.6133640899, 49.6023539139], [3.6228700714, 49.6051812747], [3.6231877561, 49.6085675965], [3.6326868979, 49.610702247], [3.6402709211, 49.6078137707], [3.6524030496, 49.6125031469], [3.6616873409, 49.6096221678], [3.6465182987, 49.5888996002], [3.6497294004, 49.5826635671], [3.6583752565, 49.5810622705], [3.6594838266, 49.5705235409], [3.6685609056, 49.5618912509], [3.6696026224, 49.5548935113], [3.6495575982, 49.534125027], [3.6360339239, 49.5303950194]]]}";13161;7451;97;4458;26.1;LAON;2;69406;2408
4070;DIGNE LES BAINS;4000;DIGNE LES BAINS;63377;PROVENCE-ALPES-COTE D'AZUR;ALPES-DE-HAUTE-PROVENCE;Préfecture;93;70;868;04;9590;44.0908723554,6.23590323452;"{""type"": ""Polygon"", ""coordinates"": [[[6.2114102579, 44.032758117], [6.2025411578, 44.0408906899], [6.18380597, 44.0419239051], [6.1595774827, 44.0526604724], [6.1745731776, 44.065350372], [6.174522333, 44.0686936389], [6.1643507333, 44.074942124], [6.1742092193, 44.0857000141], [6.1653058187, 44.1120979463], [6.1577975242, 44.1207548605], [6.1762028832, 44.1308069899], [6.1870445117, 44.1417070496], [6.188920613, 44.144823279], [6.1816514936, 44.1490520858], [6.1861622618, 44.1551996276], [6.1949062205, 44.157611512], [6.2229838246, 44.1447997419], [6.2372673983, 44.1447481036], [6.2448382291, 44.1528928809], [6.242191868, 44.1630874899], [6.2549628122, 44.1734650803], [6.2683556954, 44.1712920252], [6.2675576951, 44.1696042017], [6.255080254, 44.1506163878], [6.2401736739, 44.1366989797], [6.2357507877, 44.1196512021], [6.2656153951, 44.1092613912], [6.2873690081, 44.0884863075], [6.3000809246, 44.0934637999], [6.3132315731, 44.0967060343], [6.3408643171, 44.0947043788], [6.3385224557, 44.0780201908], [6.3293103529, 44.0557711042], [6.320747477, 44.0391771067], [6.3117875102, 44.0397099503], [6.2961129424, 44.0476419406], [6.2674506136, 44.0750570164], [6.2575117399, 44.0675433495], [6.2521981081, 44.0578557661], [6.2395579289, 44.0530422002], [6.2346342757, 44.0470626037], [6.2114102579, 44.032758117]]]}";27192;9590;97;10959;17.2;DIGNE-LES-BAINS;3;63379;4070
7186;PRIVAS;7000;PRIVAS;64038;RHONE-ALPES;ARDECHE;Préfecture;82;186;360;07;8262;44.7225391147,4.59449538667;"{""type"": ""Polygon"", ""coordinates"": [[[4.5817015653, 44.6969300718], [4.5754222842, 44.7008195863], [4.576219856, 44.7067603253], [4.5838762167, 44.7208335027], [4.5766442579, 44.7232689321], [4.5773749862, 44.7331187395], [4.5702441626, 44.7455836251], [4.5962452378, 44.7383503469], [4.6059070349, 44.738678949], [4.6142229047, 44.7361267616], [4.6194414594, 44.7199138833], [4.6003394842, 44.7041721191], [4.5861512573, 44.7029625737], [4.5817015653, 44.6969300718]]]}";8854;8266;13;1204;8.5;PRIVAS;2;64052;7186
10387;TROYES;10000;TROYES;68001;CHAMPAGNE-ARDENNE;AUBE;Préfecture;21;387;109;10;7799;48.2967099637,4.07827967525;"{""type"": ""Polygon"", ""coordinates"": [[[4.0870787692, 48.2662426801], [4.0672099619, 48.2760788098], [4.0700499054, 48.2858252272], [4.0636984023, 48.2897697151], [4.0623368357, 48.295801703], [4.0498823404, 48.2994671057], [4.0487627982, 48.3048758669], [4.0411676788, 48.3068325115], [4.0746759995, 48.3189592713], [4.0800932766, 48.315373753], [4.0874943127, 48.311211882], [4.0917485682, 48.3127653755], [4.1001116714, 48.3095206212], [4.1005288253, 48.2972073024], [4.1096674034, 48.2867470119], [4.0949050625, 48.283564204], [4.0836227449, 48.276451487], [4.0870787692, 48.2662426801]]]}";9523;7799;99;1339;61.2;TROYES;3;68003;10387
19272;TULLE;19000;TULLE;64645;LIMOUSIN;CORREZE;Préfecture;74;272;315;19;6030;45.2731516999,1.76313875655;"{""type"": ""Polygon"", ""coordinates"": [[[1.7600419292, 45.2516746097], [1.7511868637, 45.2497119102], [1.742446796, 45.2415450601], [1.7340115179, 45.2419631359], [1.7285264224, 45.2505190856], [1.7344970336, 45.2593311403], [1.7430377063, 45.2622732153], [1.7398769337, 45.268406379], [1.7317458298, 45.2709710662], [1.7339981003, 45.2768141368], [1.7256927854, 45.2891654394], [1.7319305021, 45.2942524074], [1.7462549287, 45.2932971848], [1.7649279771, 45.2964406943], [1.7868787136, 45.2903770793], [1.7886848288, 45.2935665624], [1.7970884066, 45.292000248], [1.8096956442, 45.2829496207], [1.7854216178, 45.2588873901], [1.7807312442, 45.2582149629], [1.7725521448, 45.250371821], [1.7600419292, 45.2516746097]]]}";5879;6037;99;2469;15.4;TULLE;2;64636;19272
73065;CHAMBERY;73000;CHAMBERY;65023;RHONE-ALPES;SAVOIE;Préfecture;82;65;308;73;9267;45.583182552,5.90903392417;"{""type"": ""Polygon"", ""coordinates"": [[[5.9300082677, 45.5480179278], [5.9157215005, 45.5606985227], [5.9034388784, 45.5573852293], [5.900189947, 45.5600101924], [5.9008247132, 45.5706716281], [5.8876372385, 45.5711914808], [5.8785020319, 45.5682180231], [5.8715330586, 45.5706399863], [5.8755598479, 45.5839630027], [5.8876747693, 45.5896445948], [5.8916788347, 45.5987417062], [5.8844463048, 45.6149036194], [5.8982611383, 45.6153774573], [5.9049775903, 45.6102571999], [5.9242733068, 45.6082883075], [5.9314840154, 45.5994680388], [5.9363985161, 45.5999164999], [5.9327201498, 45.5956601992], [5.9277393276, 45.5861753238], [5.9315536362, 45.5762809923], [5.9402686862, 45.5683489267], [5.9403596761, 45.561840613], [5.9300082677, 45.5480179278]]]}";415;9277;99;2121;56.5;CHAMBERY;2;65005;73065
2B033;BASTIA;20600;BASTIA;61977;CORSE;HAUTE-CORSE;Préfecture;94;33;260;2B;12266;42.6864768806,9.42502133338;"{""type"": ""Polygon"", ""coordinates"": [[[9.4491972375, 42.6622449923], [9.4133444558, 42.6665246999], [9.3931863148, 42.6746162143], [9.3908766751, 42.6775147005], [9.3985213381, 42.6932125826], [9.4048358851, 42.7047955092], [9.4138096315, 42.7052042948], [9.4210984239, 42.7090693958], [9.4386513701, 42.7063079704], [9.4462284973, 42.7096669528], [9.4545093911, 42.7081205075], [9.4548702736, 42.7014591151], [9.4469723863, 42.6858335692], [9.4491972375, 42.6622449923]]]}";14006;12285;99;1977;43.5;BASTIA;2;61994;2b033
65440;TARBES;65000;TARBES;62417;MIDI-PYRENEES;HAUTES-PYRENEES;Préfecture;73;440;306;65;4615;43.2347859635,0.0660093937851;"{""type"": ""Polygon"", ""coordinates"": [[[0.0467538889, 43.2125170964], [0.0446732085, 43.2151785403], [0.0378667364, 43.2199877012], [0.0428102139, 43.2467407223], [0.0645993106, 43.2504948503], [0.0712682677, 43.2549696721], [0.0720156511, 43.261597083], [0.07994883, 43.2647373844], [0.083630361, 43.2647648481], [0.0833551419, 43.2482846771], [0.0896336747, 43.2326927215], [0.0931595889, 43.2193938865], [0.0910562288, 43.2147286064], [0.0894660155, 43.2177101251], [0.0633922253, 43.2175978405], [0.051522429, 43.217220177], [0.0467538889, 43.2125170964]]]}";14636;4622;99;1533;43.7;TARBES;3;62414;65440
32013;AUCH;32000;AUCH;62868;MIDI-PYRENEES;GERS;Préfecture;73;13;185;32;5043;43.6534300414,0.575190250459;"{""type"": ""Polygon"", ""coordinates"": [[[0.62330947, 43.6251821637], [0.6138488289, 43.6262080961], [0.5872834028, 43.6190500767], [0.5358288159, 43.6200828308], [0.5355256566, 43.6233887487], [0.5267960198, 43.6252429091], [0.4996187223, 43.6226944591], [0.4890886958, 43.6279970837], [0.4920565442, 43.633530056], [0.4882047841, 43.6391216261], [0.4990085631, 43.6545848896], [0.5220240122, 43.6596761371], [0.5207179861, 43.6698011512], [0.5225492172, 43.6727686997], [0.5311468478, 43.6706955971], [0.5304830394, 43.6740114432], [0.5377334386, 43.6761563832], [0.5536392662, 43.6629757391], [0.5673485659, 43.660771674], [0.5834146468, 43.6682237073], [0.5842333476, 43.6749846115], [0.5594373268, 43.6846487478], [0.5658177828, 43.6892209216], [0.558993304, 43.6997269736], [0.5667511356, 43.6996666814], [0.5726644301, 43.7033097438], [0.5800515479, 43.6994051658], [0.6027092896, 43.6970259908], [0.6062564328, 43.6991386276], [0.6056434816, 43.705489835], [0.6142630202, 43.7076956958], [0.6188946691, 43.7049433892], [0.620656614, 43.6894169286], [0.6184957481, 43.6829060244], [0.6338417639, 43.6759581807], [0.647056361, 43.6586098613], [0.6385506184, 43.6555988279], [0.641368183, 43.635036562], [0.6407475136, 43.6284337358], [0.62330947, 43.6251821637]]]}";10741;5054;99;7340;21.8;AUCH;1;62858;32013
8105;CHARLEVILLE MEZIERES;8000;CHARLEVILLE MEZIERES;69653;CHAMPAGNE-ARDENNE;ARDENNES;Préfecture;21;105;185;08;8237;49.7752965803,4.71724655966;"{""type"": ""Polygon"", ""coordinates"": [[[4.7294414346, 49.7331235914], [4.7123500974, 49.7374092572], [4.6984548192, 49.7373791125], [4.7030215933, 49.757518012], [4.7003033399, 49.7604587098], [4.6868187011, 49.7562425641], [4.6765745554, 49.7573005828], [4.6789439234, 49.7673600612], [4.6951473608, 49.7760865201], [4.6800673701, 49.7893077367], [4.6996319757, 49.808716813], [4.7032183204, 49.8250755989], [4.7070573953, 49.8273134164], [4.713357506, 49.8238104019], [4.719178306, 49.8184716154], [4.7293789271, 49.8186599608], [4.7232312894, 49.8142807668], [4.7292551024, 49.8063864127], [4.7329255782, 49.8040697539], [4.7298542879, 49.7847114713], [4.7431138668, 49.7706022032], [4.7482435202, 49.770474822], [4.7571013239, 49.7690084231], [4.7801240676, 49.7742911783], [4.7848531331, 49.770231853], [4.7617017986, 49.7635948194], [4.757250936, 49.7547889455], [4.7369944931, 49.754665967], [4.7366512007, 49.7380178697], [4.7294414346, 49.7331235914]]]}";7159;8239;98;3177;50.0;CHARLEVILLE-MEZIERES;1;69637;8105
