CODE INSEE;NOM DE LA COMMUNE;CODE POSTAL;LIBELLE D'ACHEMINEMENT;Y Centroid;Nom Region;Nom Dept;statut;Code Region;Code Commune;Z Moyen;code;X Centroid;geom_x_y;geom;Id Geofla;X Chef Lieu;Code Canton;Superficie;Population;Nom Commune;Code Arrondissement;Y Chef Lieu;Code commune complet
23096;GUERET;23000;GUERET;65632;LIMOUSIN;CREUSE;Préfecture;74;96;488;23;6128;46.1632121428,1.87078672735;"{""type"": ""Polygon"", ""coordinates"": [[[1.8681307315, 46.1135214291], [1.8570412607, 46.1206059832], [1.8529507003, 46.1223749053], [1.8513167901, 46.1453772851], [1.8470973038, 46.1470186289], [1.8404665444, 46.1511568667], [1.8444319861, 46.1566818205], [1.8510251572, 46.1661147313], [1.8507148839, 46.1765943537], [1.8565330969, 46.1823176798], [1.860522541, 46.2030980457], [1.8890759992, 46.2015253985], [1.8962412454, 46.1967230824], [1.9024013098, 46.1837694611], [1.8907462061, 46.1728224247], [1.8922482731, 46.1626335692], [1.871905661, 46.1434492429], [1.8759002978, 46.137554032], [1.8897456994, 46.1345111815], [1.8884836917, 46.1283839203], [1.8803346472, 46.1259353447], [1.8681307315, 46.1135214291]]]}";21800;6126;98;2602;13.8;GUERET;2;65640;23096
53130;LAVAL;53000;LAVAL;67800;PAYS DE LA LOIRE;MAYENNE;Préfecture;52;130;82;53;4195;48.0608565468,-0.766005687142;"{""type"": ""Polygon"", ""coordinates"": [[[-0.7491144366, 48.0245294891], [-0.7659416593, 48.0400012101], [-0.8005083239, 48.0358985957], [-0.8117261533, 48.0396439455], [-0.7984081293, 48.0541741588], [-0.8049950857, 48.0594389918], [-0.8036356882, 48.0732399406], [-0.8160185308, 48.0782987878], [-0.816976788, 48.0846822476], [-0.7721627134, 48.0897658949], [-0.7524504368, 48.0857921452], [-0.7382018468, 48.0890740397], [-0.7282631324, 48.0869477505], [-0.7382115026, 48.0711463471], [-0.7199178773, 48.0593027662], [-0.7255444376, 48.0355846536], [-0.7396102184, 48.0325708168], [-0.7491144366, 48.0245294891]]]}";21822;4193;98;3431;51.2;LAVAL;2;67814;53130
58194;NEVERS;58000;NEVERS;66542;BOURGOGNE;NIEVRE;Préfecture;26;194;190;58;7119;46.9881194908,3.15689130958;"{""type"": ""Polygon"", ""coordinates"": [[[3.1258321136, 46.9634866759], [3.121084905, 46.9695511116], [3.1193785224, 46.9830400886], [3.1217108904, 46.9963807387], [3.1316478764, 46.9970630944], [3.1472124733, 47.0055705143], [3.1571137408, 47.0068539507], [3.1712576722, 47.0052312289], [3.1772027482, 47.0000182861], [3.1951991472, 47.0017629264], [3.1910733197, 46.9961967123], [3.1997276123, 46.9878448707], [3.196704979, 46.9743628584], [3.1781210394, 46.9791738976], [3.1690086782, 46.9763064935], [3.1592389903, 46.9776979238], [3.1412505212, 46.9754704815], [3.1258321136, 46.9634866759]]]}";89;7119;99;1735;37.5;NEVERS;3;66547;58194
64445;PAU;64000;PAU;62525;AQUITAINE;PYRENEES-ATLANTIQUES;Préfecture;72;445;211;64;4281;43.3200189773,-0.350337918181;"{""type"": ""Polygon"", ""coordinates"": [[[-0.3789405048, 43.2857558794], [-0.3853483932, 43.2888866715], [-0.3853492468, 43.294568092], [-0.3890744405, 43.2962880982], [-0.381173969, 43.3038738289], [-0.3787088612, 43.3194467963], [-0.3798897187, 43.34693553], [-0.3668001905, 43.3467406003], [-0.3684434028, 43.3526862197], [-0.3506961569, 43.3543180545], [-0.3430468538, 43.3579493365], [-0.3368916455, 43.3528810368], [-0.3418461286, 43.3472535715], [-0.3348221215, 43.3348288373], [-0.3102226905, 43.3255366077], [-0.2943913129, 43.3206450679], [-0.3149652563, 43.3059342656], [-0.3235253444, 43.3083544253], [-0.3367346184, 43.2950180341], [-0.3589842823, 43.2920596221], [-0.3625830923, 43.2899398286], [-0.3603524155, 43.2869839841], [-0.3766982757, 43.2920836462], [-0.3789405048, 43.2857558794]]]}";34;4264;99;3152;82.8;PAU;3;62504;64445
48095;MENDE;48000;MENDE;63812;LANGUEDOC-ROUSSILLON;LOZERE;Préfecture;91;95;899;48;7382;44.5294508592,3.48086881176;"{""type"": ""Polygon"", ""coordinates"": [[[3.4715996031, 44.4958144031], [3.4675724103, 44.4940040792], [3.4647777483, 44.4967525866], [3.4545562484, 44.5222898097], [3.4336129085, 44.5151271732], [3.4371361166, 44.5379343471], [3.4289480984, 44.5536397521], [3.432552993, 44.5558132978], [3.448633246, 44.5623750018], [3.4482750961, 44.5727744076], [3.4536263905, 44.5757324176], [3.45989346, 44.5627067961], [3.4777315761, 44.5516659897], [3.4802971169, 44.5380160838], [3.4852688961, 44.5321517456], [3.504203524, 44.5426808121], [3.5275694355, 44.5456595012], [3.5337924271, 44.5407772304], [3.5279194839, 44.5211620665], [3.5535090001, 44.5155452054], [3.5313082458, 44.5135477568], [3.5294555835, 44.5105228504], [3.5376471337, 44.5027411866], [3.5251519724, 44.5063573048], [3.5081520008, 44.5030520167], [3.5002865813, 44.5069229652], [3.4906437383, 44.5061650547], [3.4715996031, 44.4958144031]]]}";4373;7397;99;3690;12.3;MENDE;2;63800;48095
29232;QUIMPER;29000;QUIMPER;67900;BRETAGNE;FINISTERE;Préfecture;53;232;51;29;1718;47.9971425162,-4.09111944455;"{""type"": ""Polygon"", ""coordinates"": [[[-4.0475383794, 47.9372990413], [-4.0598072572, 47.931094093], [-4.069298139, 47.9329976834], [-4.0944677569, 47.9411178769], [-4.0833200806, 47.9523729795], [-4.0965251093, 47.9425203893], [-4.1085808762, 47.9427656944], [-4.1093273537, 47.9498227187], [-4.0980418147, 47.952322839], [-4.0943497656, 47.9634073495], [-4.0972305447, 47.9710399136], [-4.1121788465, 47.9772364694], [-4.1166809752, 47.9844902621], [-4.1182010464, 47.9772867694], [-4.1030382036, 47.9678962174], [-4.1105398144, 47.9635470912], [-4.1190922334, 47.9652148384], [-4.1274694803, 47.9644800074], [-4.1347641662, 47.9803555923], [-4.1522377088, 47.9871528631], [-4.1605385616, 48.0068966811], [-4.1817734092, 48.0211596104], [-4.1718941336, 48.0217094432], [-4.1591193469, 48.0170947286], [-4.1341186827, 48.0193579246], [-4.1478678856, 48.031885619], [-4.1291641146, 48.0430253539], [-4.114276967, 48.0422385449], [-4.1104115131, 48.0444514271], [-4.1064757238, 48.0646668404], [-4.0776468815, 48.0638863295], [-4.0671413453, 48.0495478483], [-4.05817487, 48.0343843023], [-4.0665029393, 47.9933244395], [-4.0246562665, 47.9918168321], [-4.0157162832, 47.9884487295], [-4.0142982471, 47.978369345], [-4.0371756291, 47.96402454], [-4.0374485324, 47.9534369786], [-4.0475383794, 47.9372990413]]]}";11239;1713;98;8431;63.4;QUIMPER;4;67899;29232
6088;NICE;6100;NICE;62994;PROVENCE-ALPES-COTE D'AZUR;ALPES-MARITIMES;Préfecture;93;88;115;06;10414;43.7119992661,7.23826889465;"{""type"": ""Polygon"", ""coordinates"": [[[7.3087452542, 43.6923708409], [7.3059997061, 43.6842700803], [7.2955634576, 43.6855210627], [7.2857644717, 43.6944597136], [7.2616284319, 43.6938945687], [7.2477789231, 43.6906878852], [7.2334707201, 43.6814238888], [7.2259916423, 43.6611789029], [7.2131390928, 43.6477653205], [7.1986494377, 43.6459564752], [7.2015635165, 43.6516827369], [7.1992506818, 43.6548357937], [7.1996959492, 43.6615856465], [7.1878304615, 43.6912925554], [7.1843804528, 43.7186744279], [7.1827637489, 43.7414264644], [7.1851621693, 43.7466868683], [7.1993902505, 43.7608451695], [7.2156911296, 43.75377187], [7.2215585008, 43.7443347743], [7.2424479559, 43.7512992776], [7.2486225645, 43.7515810634], [7.2524014012, 43.7425480464], [7.279486138, 43.7430451816], [7.2851523485, 43.7345584143], [7.2973370098, 43.7385927097], [7.2965592253, 43.7550430321], [7.2962376354, 43.758705553], [7.2982243187, 43.755527009], [7.3071814185, 43.7534515956], [7.3091846913, 43.7404401616], [7.2954690691, 43.7319256589], [7.30333372, 43.723801618], [7.320853008, 43.72344954], [7.3234234772, 43.7229328524], [7.3149281252, 43.7196925017], [7.3014572858, 43.7049602848], [7.3087452542, 43.6923708409]]]}";14249;10439;99;7391;340.7;NICE;2;62985;6088
12202;RODEZ;12000;RODEZ;63622;MIDI-PYRENEES;AVEYRON;Préfecture;73;202;565;12;6655;44.3582426254,2.5672793892;"{""type"": ""Polygon"", ""coordinates"": [[[2.5687008029, 44.3406053832], [2.539737845, 44.3608228933], [2.5335991274, 44.3703299302], [2.5356510072, 44.3772159851], [2.5566884477, 44.3705783647], [2.5707511252, 44.3696439033], [2.5772752004, 44.3648172049], [2.6016359638, 44.3570495703], [2.6050927389, 44.3453238517], [2.5970820553, 44.3463930119], [2.5890563154, 44.349495911], [2.5687008029, 44.3406053832]]]}";34639;6660;98;1130;24.4;RODEZ;2;63613;12202
94028;CRETEIL;94000;CRETEIL;68538;ILE-DE-FRANCE;VAL-DE-MARNE;Préfecture;11;28;39;94;6599;48.7837401836,2.45463530415;"{""type"": ""Polygon"", ""coordinates"": [[[2.4735447379, 48.7617779676], [2.4683290824, 48.7622855196], [2.4665688511, 48.7654616012], [2.4429272773, 48.771406733], [2.4355702119, 48.7672348959], [2.4280314104, 48.7760312636], [2.4327460234, 48.7867296702], [2.4497324448, 48.8035108078], [2.4640161688, 48.8073621089], [2.4748626686, 48.7876416965], [2.4727600184, 48.7707776297], [2.4764551066, 48.7645879416], [2.4735447379, 48.7617779676]]]}";16360;6598;90;1144;89.4;CRETEIL;1;68532;94028
30189;NIMES;30900;NIMES;63060;LANGUEDOC-ROUSSILLON;GARD;Préfecture;91;189;102;30;8084;43.844938394,4.34806796996;"{""type"": ""Polygon"", ""coordinates"": [[[4.4049630345, 43.7712681081], [4.4095328889, 43.7581320017], [4.4042480114, 43.7487142772], [4.3943233807, 43.7418848506], [4.3851469177, 43.7422809506], [4.3666708732, 43.7530082337], [4.3432948831, 43.7568449752], [4.3316500014, 43.7926818008], [4.3241003522, 43.8014588482], [4.3146562755, 43.8019961538], [4.3041438715, 43.813453544], [4.2878097716, 43.8387221629], [4.2891472076, 43.845645567], [4.277270493, 43.8517434484], [4.239094543, 43.8571788159], [4.2372793141, 43.8744439855], [4.2484929556, 43.8876908906], [4.2487434618, 43.8940243464], [4.2562177557, 43.8960177201], [4.2698137107, 43.90571605], [4.2835200961, 43.905168789], [4.2845588794, 43.9081807788], [4.3131325016, 43.897445209], [4.3317490301, 43.8961846612], [4.3486942863, 43.9069305174], [4.3868037815, 43.9034199456], [4.3909622695, 43.9049781976], [4.3903697836, 43.9082530372], [4.3810618561, 43.9161568549], [4.3926930648, 43.9218327357], [4.3971958041, 43.9206051167], [4.4061447784, 43.9133525692], [4.4078865886, 43.8971466215], [4.4257404498, 43.8963208944], [4.4184550517, 43.8585948021], [4.4312944944, 43.8492555224], [4.4351245818, 43.8393315921], [4.4496293866, 43.83073329], [4.413300555, 43.8332622044], [4.4146547959, 43.8236771905], [4.3980913898, 43.8133153969], [4.3698357793, 43.7960156392], [4.3808849497, 43.7853370492], [4.393254426, 43.7821195706], [4.4049630345, 43.7712681081]]]}";17592;8093;99;16118;140.7;NIMES;2;63051;30189
27229;EVREUX;27000;EVREUX;68816;HAUTE-NORMANDIE;EURE;Préfecture;23;229;111;27;5640;49.02015421,1.14164412464;"{""type"": ""Polygon"", ""coordinates"": [[[1.1442256075, 48.9953471499], [1.1193980963, 48.9905621793], [1.1111328711, 48.9991031559], [1.1142847972, 49.0090557309], [1.1047258053, 49.009103029], [1.0987115165, 49.0210065561], [1.0897296477, 49.0231485493], [1.10474085, 49.0240520717], [1.112705668, 49.028054125], [1.1127361075, 49.0313555237], [1.1018862016, 49.0381640775], [1.1136599801, 49.0431975014], [1.1230230188, 49.0423098727], [1.136348187, 49.0468975468], [1.1510671121, 49.0377801501], [1.1856495656, 49.0385864637], [1.1900204188, 49.0258358239], [1.1856978695, 49.0164615672], [1.1772232266, 49.0136348835], [1.1628254043, 49.006273831], [1.1617950919, 49.0006185481], [1.1442256075, 48.9953471499]]]}";35957;5648;99;2634;51.2;EVREUX;3;68819;27229
74010;ANNECY;74000;ANNECY;65371;RHONE-ALPES;HAUTE-SAVOIE;Préfecture;82;10;554;74;9423;45.8906432566,6.12551773598;"{""type"": ""Polygon"", ""coordinates"": [[[6.1071794822, 45.8495501265], [6.1024220411, 45.850257677], [6.1072986449, 45.8631097508], [6.1044261981, 45.8695961773], [6.1173111569, 45.8946460546], [6.1117182582, 45.9032533523], [6.1157674553, 45.909116737], [6.1077771917, 45.9164560655], [6.1111651201, 45.9206615843], [6.1153697478, 45.9189777473], [6.1254743574, 45.9261608287], [6.1295001075, 45.9242831455], [6.1490275598, 45.8972184793], [6.1561045945, 45.882863048], [6.1414880601, 45.8833784808], [6.1264908405, 45.8746832874], [6.121003603, 45.8584332278], [6.1071794822, 45.8495501265]]]}";34159;9426;99;1595;50.3;ANNECY;1;65380;74010
82121;MONTAUBAN;82000;MONTAUBAN;63261;MIDI-PYRENEES;TARN-ET-GARONNE;Préfecture;73;121;102;82;5688;44.0222594578,1.36408636501;"{""type"": ""Polygon"", ""coordinates"": [[[1.4023267817, 43.9539793613], [1.3944582356, 43.9524238053], [1.3662395474, 43.9640497562], [1.3615786501, 43.9636109245], [1.361723984, 43.9568168657], [1.3551868051, 43.9523258871], [1.3545401821, 43.9535763796], [1.3419819077, 43.9680863338], [1.3402417189, 43.9747752301], [1.3224726779, 43.9707502715], [1.3006326013, 43.9771103269], [1.2918079114, 43.9745783016], [1.2900173656, 43.9777549846], [1.311238873, 43.9914886488], [1.3110651703, 43.9981924121], [1.3033478012, 44.0023219022], [1.2993024635, 44.0120892962], [1.3035807009, 44.0213108307], [1.2914509894, 44.0268384461], [1.2898240132, 44.0336546823], [1.2875676252, 44.0497694122], [1.2905116798, 44.0523180617], [1.286648385, 44.058334222], [1.3044572716, 44.069405246], [1.3130251536, 44.0815377026], [1.3120348327, 44.0884002732], [1.3156387296, 44.0864842249], [1.3204809479, 44.0916899437], [1.3285568227, 44.0889056963], [1.345397018, 44.0905027133], [1.3486825952, 44.0818740637], [1.3552174913, 44.0782994708], [1.3675392821, 44.0731995281], [1.3859525828, 44.0768752856], [1.401320615, 44.0850135995], [1.4058955221, 44.0839820122], [1.4152707141, 44.075151942], [1.4256927774, 44.0599627822], [1.4262823677, 44.0530847412], [1.4216930032, 44.0470863788], [1.4257774213, 44.0338763884], [1.4333247047, 44.0212381139], [1.4399630547, 43.9974874262], [1.4355317227, 43.9912940078], [1.4425679962, 43.9824738637], [1.4238907537, 43.9798568178], [1.4199801681, 43.9702767037], [1.4023267817, 43.9539793613]]]}";10496;5681;99;13591;56.1;MONTAUBAN;2;63256;82121
83137;TOULON;83000;TOULON;62307;PROVENCE-ALPES-COTE D'AZUR;VAR;Préfecture;93;137;126;83;9387;43.1361589728,5.93239634249;"{""type"": ""Polygon"", ""coordinates"": [[[5.9790603256, 43.1065401221], [5.9262671741, 43.1036940125], [5.9310430258, 43.1147967651], [5.9210069352, 43.1218737298], [5.9119518811, 43.1199317121], [5.9054072586, 43.1148791385], [5.88733733, 43.116147965], [5.8816079755, 43.132826077], [5.8845562342, 43.1394525669], [5.8821961462, 43.1603970558], [5.893524454, 43.1641709501], [5.9022259607, 43.1714347468], [5.9231937591, 43.1631816335], [5.93713549, 43.1653229994], [5.9547213567, 43.1600719968], [5.956337042, 43.1568053626], [5.9767783194, 43.1483579939], [5.9855702268, 43.1231823036], [5.9790603256, 43.1065401221]]]}";1882;9386;99;4419;165.5;TOULON;2;62294;83137
61001;ALENCON;61000;ALENCON;68185;BASSE-NORMANDIE;ORNE;Préfecture;25;1;140;61;4849;48.4318193082,0.0915406916107;"{""type"": ""Polygon"", ""coordinates"": [[[0.0892574764, 48.4106146429], [0.0835758816, 48.4111412069], [0.0865020943, 48.4210440264], [0.0830206848, 48.4235781912], [0.0627283385, 48.4250938804], [0.0637780552, 48.4387408341], [0.0775544962, 48.4416017526], [0.0903118281, 48.4516469531], [0.1038066305, 48.4444871848], [0.1204850806, 48.4418684143], [0.1218362341, 48.4359776755], [0.1115798631, 48.4323164473], [0.103516089, 48.4134485821], [0.0892574764, 48.4106146429]]]}";23025;4849;99;1077;27.3;ALENCON;1;68183;61001
42218;ST ETIENNE;42000;ST ETIENNE;64817;RHONE-ALPES;LOIRE;Préfecture;82;218;633;42;8108;45.4301235512,4.37913997076;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[4.4649089926, 45.3724243556], [4.4626261598, 45.3745345823], [4.4486612046, 45.3844065286], [4.4465256925, 45.3946829867], [4.4356503894, 45.4061794408], [4.425985524, 45.4067080876], [4.4064940882, 45.3968406618], [4.3976061444, 45.3997437005], [4.3936418803, 45.3976496532], [4.3820891868, 45.4029260954], [4.3720331281, 45.417648233], [4.358841374, 45.4204746481], [4.3625075786, 45.4265721857], [4.3661842771, 45.4325434081], [4.3554057694, 45.4505599669], [4.3585598461, 45.4529173927], [4.3603883456, 45.4586140129], [4.3699667395, 45.464054148], [4.3821700222, 45.467398815], [4.3879031445, 45.4755595564], [4.412254243, 45.4731753548], [4.4124844797, 45.4661207016], [4.4231207295, 45.458637338], [4.4218829576, 45.4457743515], [4.426177926, 45.4441257487], [4.4592443748, 45.4404852276], [4.4704692054, 45.4469671518], [4.4605727841, 45.4394322301], [4.4609562753, 45.436013911], [4.4699870061, 45.4238997198], [4.4806347687, 45.417437295], [4.4760288961, 45.3937488936], [4.4832427339, 45.3891235662], [4.4889205868, 45.3839778175], [4.4760940169, 45.3798246167], [4.4717609736, 45.3812415407], [4.4649089926, 45.3724243556]]], [[[4.3002617573, 45.4135054036], [4.2771360665, 45.4176257062], [4.2633534462, 45.416034758], [4.2514077243, 45.4215991737], [4.2471712941, 45.4299946605], [4.245242377, 45.4363831305], [4.2566092488, 45.4423892467], [4.2490618094, 45.4532263948], [4.2573386225, 45.4610590008], [4.2549206142, 45.4639228867], [4.2819731705, 45.4660306178], [4.2950563165, 45.4634127799], [4.2976851291, 45.4537731812], [4.3023018191, 45.4531162911], [4.3093951439, 45.4343015796], [4.3046026024, 45.4148598733], [4.3002617573, 45.4135054036]]]]}";8455;8086;99;7999;172.0;SAINT-ETIENNE;3;64825;42218
52121;CHAUMONT;52000;CHAUMONT;67796;CHAMPAGNE-ARDENNE;HAUTE-MARNE;Préfecture;21;121;319;52;8593;48.0980144211,5.14070044621;"{""type"": ""Polygon"", ""coordinates"": [[[5.0898168961, 48.0358733211], [5.0918221191, 48.039744592], [5.0909785926, 48.0693669891], [5.0846275315, 48.0779322724], [5.0963493618, 48.0923791709], [5.0982959585, 48.1184133643], [5.1054369994, 48.1221927501], [5.1142020629, 48.1362944043], [5.1429917484, 48.1345775753], [5.171110923, 48.1404724729], [5.1992962499, 48.1322897446], [5.2347326509, 48.1294900736], [5.2619125928, 48.1198437379], [5.2594327812, 48.1146700665], [5.2516603237, 48.1130363648], [5.2512476964, 48.1140794876], [5.2269524131, 48.119726108], [5.200801844, 48.119361981], [5.1800981802, 48.1174061605], [5.1564617349, 48.1100813277], [5.1575432786, 48.0967297743], [5.1471215206, 48.0892685065], [5.1478547098, 48.0791999668], [5.1543630481, 48.0737519323], [5.1554002296, 48.0606349423], [5.0898168961, 48.0358733211]]]}";4323;8591;85;5534;23.4;CHAUMONT;1;67811;52121
37261;TOURS;37100;TOURS;67023;CENTRE;INDRE-ET-LOIRE;Préfecture;24;261;71;37;5262;47.3986382281,0.696526376417;"{""type"": ""Polygon"", ""coordinates"": [[[0.7046303485, 47.3501800758], [0.6992219506, 47.3539276508], [0.6900243728, 47.3613191879], [0.65657986, 47.3665484033], [0.660394122, 47.3751360154], [0.6658720122, 47.3799563273], [0.6645028752, 47.3949508306], [0.6796393356, 47.4028369025], [0.6727881393, 47.4255928845], [0.6753040779, 47.4355045332], [0.6822572643, 47.4392275431], [0.6909838824, 47.4390948567], [0.6931542776, 47.4364722207], [0.7104048309, 47.4387491878], [0.7343301537, 47.4288701209], [0.7268220517, 47.4065877082], [0.729528129, 47.4003275682], [0.7087109548, 47.3986043341], [0.7061952771, 47.3932322841], [0.714754076, 47.3803694042], [0.734363471, 47.3791322786], [0.7373305608, 47.3766864709], [0.7172679913, 47.3733311907], [0.7046303485, 47.3501800758]]]}";33494;5256;99;3335;135.2;TOURS;2;67016;37261
38185;GRENOBLE;38000;GRENOBLE;64573;RHONE-ALPES;ISERE;Préfecture;82;185;219;38;9137;45.1821215167,5.72133051752;"{""type"": ""Polygon"", ""coordinates"": [[[5.7430197699, 45.1663769442], [5.7355809671, 45.1546579946], [5.7310174142, 45.1548148584], [5.7256809611, 45.1592248757], [5.6996480547, 45.1604524808], [5.7007461107, 45.1726246285], [5.7013608205, 45.1879618141], [5.7012827495, 45.1950361218], [5.6881840164, 45.2056230445], [5.6780576019, 45.2131730038], [5.6810637953, 45.2133981804], [5.7203813709, 45.199698771], [5.7258250718, 45.2049627238], [5.7389178747, 45.2016691413], [5.7442643581, 45.1896271253], [5.7489327143, 45.1889536576], [5.7467433772, 45.1858902249], [5.7519286937, 45.1729688306], [5.7430197699, 45.1663769442]]]}";34851;9140;98;1856;155.6;GRENOBLE;1;64578;38185
78646;VERSAILLES;78000;VERSAILLES;68561;ILE-DE-FRANCE;YVELINES;Préfecture;11;646;136;78;6352;48.8025669671,2.11789297191;"{""type"": ""Polygon"", ""coordinates"": [[[2.1463951178, 48.7908464892], [2.1420146436, 48.7923351491], [2.1250144638, 48.7808340705], [2.1054721749, 48.7807433221], [2.070251387, 48.7898106226], [2.0831610198, 48.8189527485], [2.0891201202, 48.8263374634], [2.0917388026, 48.8238030686], [2.1005867565, 48.8241397665], [2.1126761246, 48.8285112374], [2.1139876904, 48.8218743747], [2.1310076683, 48.8148669844], [2.1360726453, 48.8149396672], [2.1404370022, 48.8244688288], [2.1484759278, 48.8284926852], [2.1514655355, 48.8214086879], [2.150744479, 48.8188492664], [2.1612748341, 48.8127806638], [2.1601544684, 48.8003249372], [2.1681680486, 48.7878700322], [2.1619291887, 48.7822319921], [2.1463951178, 48.7908464892]]]}";24616;6364;99;2606;86.5;VERSAILLES;4;68564;78646
84007;AVIGNON;84140;AVIGNON;63168;PROVENCE-ALPES-COTE D'AZUR;VAUCLUSE;Préfecture;93;7;25;84;8477;43.9352448339,4.84071572505;"{""type"": ""Polygon"", ""coordinates"": [[[4.9219959229, 43.8867587888], [4.9029453131, 43.8876686808], [4.8813347875, 43.9015641311], [4.8548052855, 43.9107948722], [4.8109735639, 43.9142760944], [4.7735964967, 43.9196424109], [4.7390611309, 43.9240684708], [4.748517676, 43.9315059672], [4.7792281795, 43.9381035669], [4.7919687824, 43.9522714407], [4.8145134142, 43.9649074231], [4.8101320329, 43.9784382477], [4.813902611, 43.9884132051], [4.8376266172, 43.9851993764], [4.8444537296, 43.989657593], [4.8455539007, 43.996678854], [4.8515683575, 43.9891142466], [4.8533815637, 43.968567337], [4.8385294724, 43.9555939855], [4.8411516663, 43.9526691638], [4.8553965607, 43.9508168568], [4.8839708684, 43.9527675643], [4.8986383511, 43.9310794631], [4.8974613782, 43.9170386195], [4.9271767262, 43.9052836619], [4.9179469925, 43.8985055932], [4.9219959229, 43.8867587888]]]}";2841;8451;97;6491;89.6;AVIGNON;2;63182;84007
15014;AURILLAC;15000;AURILLAC;64251;AUVERGNE;CANTAL;Préfecture;83;14;668;15;6559;44.9245233686,2.44162453828;"{""type"": ""Polygon"", ""coordinates"": [[[2.4831542273, 44.9186118825], [2.4686593545, 44.9183724558], [2.4606130719, 44.914354043], [2.4570504153, 44.9119417011], [2.4451866453, 44.8969549394], [2.4310245639, 44.8981888464], [2.4187297255, 44.8927589846], [2.4118769337, 44.8976119331], [2.4072532873, 44.8964078712], [2.3987818918, 44.8961192466], [2.3992018289, 44.910140358], [2.4047341827, 44.9153563059], [2.4086183083, 44.9327633813], [2.4177655885, 44.935638868], [2.4242736574, 44.9400756332], [2.4422367029, 44.9439578124], [2.4450860187, 44.9532550242], [2.4579481013, 44.9554253629], [2.4736528176, 44.9628839532], [2.4709888286, 44.9495186263], [2.4753055891, 44.9434795179], [2.4792409621, 44.9415532008], [2.4929066298, 44.9430299643], [2.4791960308, 44.930010151], [2.474518946, 44.9300151503], [2.4831542273, 44.9186118825]]]}";4256;6557;98;2916;28.2;AURILLAC;1;64252;15014
77288;MELUN;77000;MELUN;68271;ILE-DE-FRANCE;SEINE-ET-MARNE;Préfecture;11;288;63;77;6747;48.5444723553,2.65795821917;"{""type"": ""Polygon"", ""coordinates"": [[[2.6532743351, 48.523690896], [2.6447074499, 48.5348743645], [2.6495497187, 48.5399713276], [2.6459179455, 48.5461765966], [2.6295147837, 48.5533051631], [2.6403031541, 48.5588705771], [2.6532613338, 48.5604832804], [2.6670008913, 48.558687439], [2.6669989272, 48.5525974138], [2.6797566655, 48.5514090442], [2.6818491807, 48.5415104415], [2.6655878676, 48.5358974713], [2.6701421959, 48.5268064728], [2.6532743351, 48.523690896]]]}";36389;6748;99;800;39.4;MELUN;2;68266;77288
46042;CAHORS;46000;CAHORS;63736;MIDI-PYRENEES;LOT;Préfecture;73;42;205;46;5759;44.4507370916,1.44075837848;"{""type"": ""Polygon"", ""coordinates"": [[[1.468047316, 44.4010460776], [1.4484335847, 44.4096489596], [1.4398117453, 44.4212318224], [1.4369580048, 44.4149338699], [1.4298894246, 44.4061989063], [1.4215163312, 44.4037923119], [1.4107723627, 44.4093640941], [1.4106542056, 44.4225167199], [1.3981071435, 44.41794119], [1.3935799295, 44.4189917221], [1.3932306549, 44.4290798003], [1.3791156698, 44.4309889419], [1.3725076235, 44.4357445859], [1.3796193749, 44.438847662], [1.3787824146, 44.4456872655], [1.3970598572, 44.4482595869], [1.4007994123, 44.4582541288], [1.4216941507, 44.4658753673], [1.4238707854, 44.4725873487], [1.421485862, 44.4755875314], [1.408011912, 44.4784731585], [1.4047894075, 44.4919505027], [1.4120208733, 44.5000593737], [1.4107334894, 44.5091528806], [1.4288915498, 44.5118260076], [1.437170441, 44.5086751433], [1.4514809597, 44.5016377782], [1.4499646549, 44.494998628], [1.4592701205, 44.4720522383], [1.4683506761, 44.4743036338], [1.4760110663, 44.4709523418], [1.4949943254, 44.456915287], [1.4995769627, 44.4509723543], [1.4991365971, 44.4443577321], [1.5047857172, 44.4393745262], [1.5049421768, 44.429175669], [1.4862549002, 44.4293076674], [1.4744546783, 44.4233196215], [1.4761406235, 44.4166983578], [1.468047316, 44.4010460776]]]}";10119;5759;98;6483;19.9;CAHORS;1;63732;46042
